Date,weighted_score_mean,weighted_score_std,weighted_score_min,weighted_score_max,weighted_score_sum,composite_score_mean,composite_score_std,confidence_mean,confidence_min,importance_sum,bullish_signal_sum,bearish_signal_sum,finbert_score_mean,vader_score_mean,keyword_score_mean,Headlines_count,net_sentiment,sentiment_intensity,news_volume,sentiment_range
2024-11-21,0.2996,0.566,-0.5148,0.8885,2.0969,0.2996,0.566,0.84,0.6537,7.0,4,2,0.2483,0.2341,0.4286,7,2,0.2996,7,1.4033
2024-11-22,0.0974,0.4217,-0.6252,0.5765,1.2664,0.0974,0.4217,0.8062,0.5199,13.0,6,4,0.0323,0.1756,0.1538,13,2,0.0974,13,1.2017
2024-11-25,0.0587,0.285,-0.4819,0.8939,1.1144,0.0587,0.285,0.9099,0.7696,19.0,6,3,-0.0252,0.2773,0.0526,19,3,0.0587,19,1.3758
2024-11-26,0.1373,0.275,-0.226,0.5629,1.7848,0.1373,0.275,0.8256,0.5977,13.0,5,1,0.1813,0.1106,0.0817,13,4,0.1373,13,0.7888999999999999
2024-11-27,0.0373,0.3,-0.3139,0.4891,0.3361,0.0373,0.3,0.8079,0.515,9.0,2,3,-0.4256,0.2507,0.6667,9,-1,0.0373,9,0.8029999999999999
2024-11-28,0.2667,0.3438,-0.5432,0.6084,3.2,0.2667,0.3438,0.8198,0.6128,12.0,7,1,0.3024,0.4524,0.0833,12,6,0.2667,12,1.1516000000000002
2024-11-29,0.2158,0.2882,-0.2882,0.4942,3.4535,0.2158,0.2882,0.8284,0.608,16.0,9,2,0.2028,0.3846,0.125,16,7,0.2158,16,0.7824
2024-12-02,0.293,0.3263,-0.238,0.6024,2.3439,0.293,0.3263,0.9331,0.9052,8.0,6,2,0.2213,0.3492,0.375,8,4,0.293,8,0.8404
2024-12-03,0.2862,0.13,0.1517,0.4111,0.8587,0.2862,0.13,0.8192,0.6741,3.0,3,0,0.1669,0.514,0.3333,3,3,0.2862,3,0.2594
2024-12-04,0.3025,0.306,-0.2858,0.5977,3.6301,0.3025,0.306,0.8454,0.5602,12.0,8,1,0.3409,0.5353,0.0833,12,7,0.3025,12,0.8835
2024-12-05,0.0939,0.3503,-0.398,0.434,0.5631,0.0939,0.3503,0.8175,0.6835,6.0,3,2,-0.0198,0.2689,0.1667,6,1,0.0939,6,0.8320000000000001
2024-12-06,-0.0276,0.2977,-0.4472,0.1922,-0.1106,-0.0276,0.2977,0.6455,0.5687,4.0,2,1,0.0158,-0.1776,0.0,4,1,0.0276,4,0.6394
2024-12-09,0.2751,0.3968,-0.2574,0.734,1.926,0.2751,0.3968,0.8192,0.6792,7.0,4,1,0.3116,-0.0462,0.4286,7,3,0.2751,7,0.9914000000000001
2024-12-10,0.3224,0.3018,-0.0778,0.5922,2.5791,0.3224,0.3018,0.8651,0.6825,8.0,5,0,0.2134,0.5159,0.375,8,5,0.3224,8,0.6699999999999999
2024-12-11,0.0166,0.2552,-0.293,0.4392,0.1826,0.0166,0.2552,0.7545,0.5273,11.0,4,4,-0.1462,0.1758,0.1818,11,0,0.0166,11,0.7322
2024-12-12,0.2117,0.3319,-0.3493,0.5798,4.4449,0.2117,0.3319,0.8539,0.6871,21.0,12,5,0.198,0.4204,0.0952,21,7,0.2117,21,0.9291
2024-12-13,0.0922,0.271,-0.2567,0.5054,0.6455,0.0922,0.271,0.7067,0.4712,7.0,3,2,0.0397,0.1476,0.1429,7,1,0.0922,7,0.7621
2024-12-16,0.2311,0.3481,-0.3824,0.6186,3.9285,0.2311,0.3481,0.816,0.4352,17.0,10,3,0.3139,0.1942,0.1176,17,7,0.2311,17,1.0010000000000001
2024-12-17,0.235,0.3796,-0.3724,0.6013,3.29,0.235,0.3796,0.8243,0.4699,14.0,9,3,0.0958,0.3997,0.3571,14,6,0.235,14,0.9737
2024-12-18,-0.1857,0.3048,-0.5172,0.0824,-0.557,-0.1857,0.3048,0.8367,0.5919,3.0,0,1,-0.1061,-0.1632,-0.3333,3,-1,0.1857,3,0.5996
2024-12-19,0.0613,0.2892,-0.4789,0.4479,0.6129,0.0613,0.2892,0.8444,0.6938,10.0,5,2,-0.1638,0.1159,0.4,10,3,0.0613,10,0.9268000000000001
2024-12-20,-0.0774,0.3934,-0.5363,0.7111,-0.5418,-0.0774,0.3934,0.7538,0.5515,7.0,1,4,-0.3774,0.128,0.2857,7,-3,0.0774,7,1.2473999999999998
2024-12-23,0.0283,0.2366,-0.305,0.2243,0.1983,0.0283,0.2366,0.7341,0.5067,7.0,4,2,-0.2688,-0.2578,0.7143,7,2,0.0283,7,0.5293
2024-12-24,0.2423,0.2694,-0.1759,0.4999,1.2116,0.2423,0.2694,0.8316,0.6812,5.0,4,1,0.3084,0.1406,0.2,5,3,0.2423,5,0.6758
2024-12-25,-0.1484,,-0.1484,-0.1484,-0.1484,-0.1484,,0.8609,0.8609,1.0,0,0,-0.8121,-0.212,1.0,1,0,0.1484,1,0.0
2024-12-26,-0.1156,0.3487,-0.3209,0.4039,-0.4624,-0.1156,0.3487,0.8037,0.5002,4.0,1,3,-0.5218,0.3765,0.2333,4,-2,0.1156,4,0.7248
2024-12-27,0.0998,0.2683,-0.408,0.4068,0.7984,0.0998,0.2683,0.8855,0.6804,8.0,3,1,0.1119,0.0318,0.125,8,2,0.0998,8,0.8148
2024-12-30,0.1353,0.1097,0.0108,0.2177,0.406,0.1353,0.1097,0.5078,0.4107,3.0,2,0,-0.0586,0.3232,0.3333,3,2,0.1353,3,0.2069
2024-12-31,0.0506,0.3089,-0.1698,0.4898,0.2532,0.0506,0.3089,0.7497,0.4796,5.0,2,3,-0.2177,0.4974,0.2,5,-1,0.0506,5,0.6596
2025-01-01,0.2731,0.2104,0.0491,0.4546,1.0925,0.2731,0.2104,0.8552,0.691,4.0,2,0,0.077,0.4232,0.5,4,2,0.2731,4,0.4055
2025-01-02,0.006,0.4409,-0.4208,0.607,0.0419,0.006,0.4409,0.8915,0.7057,7.0,2,3,-0.2742,0.5013,0.1429,7,-1,0.006,7,1.0278
2025-01-03,-0.1446,0.1381,-0.2529,0.0109,-0.4339,-0.1446,0.1381,0.8801,0.792,3.0,0,2,-0.5332,-0.3903,0.6667,3,-2,0.1446,3,0.26380000000000003
2025-01-06,0.0331,0.2517,-0.3535,0.3221,0.2314,0.0331,0.2517,0.6462,0.4609,7.0,2,2,-0.2297,0.3111,0.2857,7,0,0.0331,7,0.6756
2025-01-07,-0.1184,0.3646,-0.5038,0.7707,-1.6575,-0.1184,0.3646,0.8491,0.5802,14.0,3,8,-0.3832,0.2165,0.0997,14,-5,0.1184,14,1.2745000000000002
2025-01-08,0.3038,0.3382,-0.2627,0.5954,2.1266,0.3038,0.3382,0.8973,0.8134,7.0,5,1,0.1809,0.6382,0.2857,7,4,0.3038,7,0.8581000000000001
2025-01-09,0.1848,0.3572,-0.324,0.5126,1.1088,0.1848,0.3572,0.8464,0.5889,6.0,3,1,0.2443,0.0354,0.1852,6,2,0.1848,6,0.8366
2025-01-10,-0.1622,0.2625,-0.5436,0.279,-2.1083,-0.1622,0.2625,0.7545,0.4615,13.0,1,7,-0.4359,-0.0673,0.2308,13,-6,0.1622,13,0.8226
2025-01-13,0.3485,0.2858,-0.2745,0.5954,3.8339,0.3485,0.2858,0.8094,0.4109,11.0,8,1,0.3616,0.4295,0.2727,11,7,0.3485,11,0.8699000000000001
2025-01-14,0.1909,0.3604,-0.3086,0.5918,1.5273,0.1909,0.3604,0.8756,0.6609,8.0,4,1,0.2181,0.6086,-0.1328,8,3,0.1909,8,0.9004
2025-01-15,0.3959,0.2226,-0.0514,0.5799,4.3549,0.3959,0.2226,0.9047,0.8599,11.0,9,0,0.5084,0.4359,0.1818,11,9,0.3959,11,0.6313
2025-01-16,0.1686,0.392,-0.3233,0.5824,1.1805,0.1686,0.392,0.9037,0.7596,7.0,3,2,0.0062,0.1849,0.4286,7,1,0.1686,7,0.9057
2025-01-17,-0.012,0.2975,-0.3096,0.434,-0.0837,-0.012,0.2975,0.848,0.7141,7.0,2,3,-0.4268,0.3642,0.4286,7,-1,0.012,7,0.7436
2025-01-20,0.2758,0.2087,-0.1585,0.4737,2.4818,0.2758,0.2087,0.8039,0.4953,9.0,7,1,0.2852,0.1659,0.3333,9,6,0.2758,9,0.6322
2025-01-21,0.107,0.3577,-0.4102,0.5146,0.8557,0.107,0.3577,0.8521,0.6168,8.0,5,3,-0.1212,0.2754,0.375,8,2,0.107,8,0.9248
2025-01-22,0.0686,0.3126,-0.2759,0.5831,0.5491,0.0686,0.3126,0.8127,0.6158,8.0,3,2,-0.1691,0.3908,0.25,8,1,0.0686,8,0.859
2025-01-23,-0.2214,0.1897,-0.373,0.0869,-1.5498,-0.2214,0.1897,0.9092,0.784,7.0,0,4,-0.6214,0.018,0.2857,7,-4,0.2214,7,0.4599
2025-01-24,-0.032,0.1742,-0.2066,0.2481,-0.3197,-0.032,0.1742,0.7033,0.5033,10.0,2,3,-0.5118,0.3696,0.5,10,-1,0.032,10,0.4547
2025-01-27,0.0736,0.1924,-0.1317,0.434,0.6625,0.0736,0.1924,0.8284,0.5433,9.0,3,0,-0.0925,0.0993,0.3333,9,3,0.0736,9,0.5657
2025-01-28,0.1223,0.2235,-0.2788,0.434,0.8564,0.1223,0.2235,0.6531,0.4809,7.0,4,1,0.1863,-0.0684,0.1429,7,3,0.1223,7,0.7128
2025-01-29,0.1346,0.3677,-0.4081,0.586,1.884,0.1346,0.3677,0.7955,0.6198,14.0,6,4,0.0049,0.2322,0.2857,14,2,0.1346,14,0.9941
2025-01-30,0.0253,0.343,-0.56,0.5342,0.5571,0.0253,0.343,0.7814,0.5267,22.0,6,8,-0.1903,0.0642,0.3587,22,-2,0.0253,22,1.0942
2025-01-31,0.1469,0.2977,-0.2412,0.6025,1.1754,0.1469,0.2977,0.8154,0.5153,8.0,3,1,-0.1478,0.1665,0.625,8,2,0.1469,8,0.8437
2025-02-03,0.0901,0.1847,-0.1117,0.4261,0.9909,0.0901,0.1847,0.7948,0.5016,11.0,4,0,-0.1816,-0.0502,0.6364,11,4,0.0901,11,0.5378
2025-02-04,0.3501,0.2893,-0.1461,0.7601,4.9019,0.3501,0.2893,0.8491,0.521,14.0,9,0,0.3001,0.1432,0.5714,14,9,0.3501,14,0.9062
2025-02-05,0.0331,0.2757,-0.2975,0.4792,0.2646,0.0331,0.2757,0.8005,0.6112,8.0,2,2,-0.1614,-0.1685,0.4917,8,0,0.0331,8,0.7767
2025-02-06,0.0401,0.1272,-0.0499,0.13,0.0801,0.0401,0.1272,0.8398,0.7056,2.0,0,0,-0.0923,-0.3189,0.5,2,0,0.0401,2,0.1799
2025-02-07,0.1334,0.3563,-0.478,0.7456,0.9339,0.1334,0.3563,0.8329,0.5026,7.0,4,1,-0.0897,-0.0399,0.6209,7,3,0.1334,7,1.2236
2025-02-10,0.1212,0.2762,-0.2416,0.5182,1.8174,0.1212,0.2762,0.7756,0.583,15.0,6,3,0.0178,-0.0692,0.4204,15,3,0.1212,15,0.7598
2025-02-11,0.0958,0.1337,-0.1652,0.2547,0.8625,0.0958,0.1337,0.7697,0.459,9.0,3,1,-0.1986,0.309,0.4444,9,2,0.0958,9,0.4199
2025-02-12,0.2028,0.3575,-0.2851,0.6021,2.8398,0.2028,0.3575,0.8978,0.6965,14.0,7,4,0.1707,0.266,0.2143,14,3,0.2028,14,0.8872
2025-02-13,0.2881,0.2677,-0.0935,0.6095,2.3048,0.2881,0.2677,0.7967,0.4932,8.0,5,0,0.1701,0.4529,0.375,8,5,0.2881,8,0.7030000000000001
2025-02-14,0.1784,0.2929,-0.3672,0.53,2.141,0.1784,0.2929,0.8097,0.4476,12.0,7,2,-0.0175,0.1858,0.5,12,5,0.1784,12,0.8972
2025-02-17,0.2554,0.3545,-0.281,0.5841,2.5537,0.2554,0.3545,0.873,0.7723,10.0,7,3,0.321,0.4045,0.0467,10,4,0.2554,10,0.8651
2025-02-18,-0.0164,0.3,-0.4119,0.5516,-0.148,-0.0164,0.3,0.7565,0.4848,9.0,2,3,-0.3557,0.307,0.3333,9,-1,0.0164,9,0.9635
2025-02-19,0.1806,0.3171,-0.3252,0.5786,3.9725,0.1806,0.3171,0.7973,0.6036,22.0,12,4,0.1845,0.2701,0.1144,22,8,0.1806,22,0.9037999999999999
2025-02-20,0.0701,0.2522,-0.327,0.415,0.4204,0.0701,0.2522,0.8215,0.691,6.0,2,1,-0.0291,-0.17,0.3954,6,1,0.0701,6,0.742
2025-02-21,-0.1649,0.2774,-0.3622,0.2965,-0.9895,-0.1649,0.2774,0.7969,0.6933,6.0,1,4,-0.6502,0.3008,0.3333,6,-3,0.1649,6,0.6587000000000001
2025-02-24,0.1833,0.2933,-0.3108,0.575,3.4832,0.1833,0.2933,0.7932,0.5483,19.0,9,2,0.1814,-0.0105,0.3158,19,7,0.1833,19,0.8857999999999999
2025-02-25,0.0571,0.2783,-0.4532,0.3213,0.3994,0.0571,0.2783,0.7969,0.6382,7.0,3,2,0.051,0.151,0.0046,7,1,0.0571,7,0.7745
2025-02-26,0.2622,0.3191,-0.3222,0.4994,1.5734,0.2622,0.3191,0.8305,0.7148,6.0,4,1,0.1202,0.5106,0.3333,6,3,0.2622,6,0.8216
2025-02-27,0.0847,0.4286,-0.5201,0.6038,0.8466,0.0847,0.4286,0.9006,0.6926,10.0,4,3,0.1414,0.0699,0.0,10,1,0.0847,10,1.1239
2025-02-28,0.15,0.2326,-0.3135,0.4456,1.6502,0.15,0.2326,0.9357,0.8674,11.0,4,1,-0.0681,0.0602,0.5734,11,3,0.15,11,0.7591
2025-03-03,0.2407,0.3982,-0.576,0.5991,2.889,0.2407,0.3982,0.8841,0.5337,12.0,7,2,0.2344,0.3678,0.1667,12,5,0.2407,12,1.1751
2025-03-04,0.1173,0.2948,-0.3334,0.734,1.8772,0.1173,0.2948,0.8188,0.4891,16.0,6,2,-0.157,-0.1459,0.75,16,4,0.1173,16,1.0674
2025-03-05,0.2565,0.2775,-0.2844,0.5905,3.8476,0.2565,0.2775,0.8865,0.7169,15.0,10,1,0.3025,0.0263,0.3333,15,9,0.2565,15,0.8749
2025-03-06,0.077,0.3497,-0.4082,0.6151,0.6931,0.077,0.3497,0.6943,0.5453,9.0,4,4,-0.191,0.3441,0.3457,9,0,0.077,9,1.0232999999999999
2025-03-07,-0.0932,0.2898,-0.6346,0.2701,-0.6527,-0.0932,0.2898,0.7709,0.5643,7.0,1,2,-0.4296,-0.0351,0.4286,7,-1,0.0932,7,0.9047000000000001
2025-03-10,0.0475,0.3017,-0.4268,0.4165,0.3322,0.0475,0.3017,0.692,0.4712,7.0,3,2,0.0545,-0.1133,0.1429,7,1,0.0475,7,0.8432999999999999
2025-03-11,-0.1655,0.2799,-0.4497,0.3123,-0.9927,-0.1655,0.2799,0.919,0.8112,6.0,1,4,-0.4039,-0.1899,0.2482,6,-3,0.1655,6,0.762
2025-03-12,0.0104,0.2289,-0.2341,0.434,0.0939,0.0104,0.2289,0.7052,0.38,9.0,2,3,-0.357,0.1114,0.5556,9,-1,0.0104,9,0.6681
2025-03-13,-0.0995,0.1963,-0.3089,0.3647,-1.2935,-0.0995,0.1963,0.8727,0.7227,13.0,1,5,-0.6292,0.3833,0.4615,13,-4,0.0995,13,0.6736
2025-03-14,0.0438,0.24,-0.2954,0.3254,0.3506,0.0438,0.24,0.8478,0.6513,8.0,3,2,-0.155,0.044,0.375,8,1,0.0438,8,0.6208
2025-03-17,0.1504,0.4214,-0.3434,0.5921,1.8046,0.1504,0.4214,0.8614,0.6055,12.0,6,6,0.1087,0.4176,0.0417,12,0,0.1504,12,0.9355
2025-03-18,0.0522,0.3155,-0.334,0.5954,0.7836,0.0522,0.3155,0.8261,0.6137,15.0,5,6,-0.2748,0.4371,0.3407,15,-1,0.0522,15,0.9294
2025-03-19,0.3333,0.2607,-0.1834,0.6023,6.6659,0.3333,0.2607,0.8425,0.5261,20.0,15,1,0.3588,0.3196,0.3,20,14,0.3333,20,0.7857
2025-03-20,0.2108,0.2699,-0.2865,0.5546,3.1625,0.2108,0.2699,0.7517,0.5495,15.0,10,2,0.1876,0.0853,0.3333,15,8,0.2108,15,0.8411
2025-03-21,0.1634,0.2411,-0.1479,0.5699,1.7974,0.1634,0.2411,0.8974,0.7636,11.0,5,0,0.0674,0.3756,0.1818,11,5,0.1634,11,0.7178
2025-03-24,0.0392,0.3371,-0.3474,0.6185,0.5091,0.0392,0.3371,0.817,0.5037,13.0,4,5,-0.117,0.3191,0.1128,13,-1,0.0392,13,0.9659
2025-03-25,0.2037,0.3884,-0.3576,0.5922,2.4449,0.2037,0.3884,0.8179,0.5097,12.0,8,4,0.2311,0.441,0.0,12,4,0.2037,12,0.9498
2025-03-26,0.2618,0.3177,-0.2582,0.734,3.6653,0.2618,0.3177,0.8492,0.5262,14.0,9,2,0.2962,0.2472,0.2143,14,7,0.2618,14,0.9922
2025-03-27,0.1406,0.3411,-0.4407,0.734,2.2489,0.1406,0.3411,0.7679,0.3715,16.0,7,4,0.055,-0.0075,0.3819,16,3,0.1406,16,1.1747
2025-03-28,0.0318,0.3342,-0.3452,0.4466,0.2863,0.0318,0.3342,0.7982,0.5469,9.0,4,4,-0.0073,0.1148,0.0417,9,0,0.0318,9,0.7918000000000001
2025-03-31,0.2409,0.378,-0.3669,0.5919,1.686,0.2409,0.378,0.8631,0.798,7.0,4,1,0.039,0.6781,0.2857,7,3,0.2409,7,0.9588
2025-04-01,0.2359,0.3634,-0.4842,0.734,2.3594,0.2359,0.3634,0.8179,0.6733,10.0,6,1,0.1915,0.1009,0.4,10,5,0.2359,10,1.2182
2025-04-02,-0.0434,0.3309,-0.314,0.7121,-0.4772,-0.0434,0.3309,0.7892,0.5143,11.0,2,6,-0.3689,0.0235,0.4545,11,-4,0.0434,11,1.0261
2025-04-03,0.0867,0.1608,-0.1582,0.4628,1.0401,0.0867,0.1608,0.7839,0.5198,12.0,4,1,-0.2182,-0.1463,0.75,12,3,0.0867,12,0.621
2025-04-04,0.0187,0.2328,-0.4382,0.5737,0.4495,0.0187,0.2328,0.8996,0.7654,24.0,5,5,-0.213,-0.0872,0.4756,24,0,0.0187,24,1.0119
2025-04-07,0.1727,0.3069,-0.4329,0.5994,3.9726,0.1727,0.3069,0.8102,0.5118,23.0,13,3,0.1957,-0.0169,0.2609,23,10,0.1727,23,1.0323
2025-04-08,0.0273,0.2669,-0.2912,0.4571,0.2454,0.0273,0.2669,0.907,0.7304,9.0,2,3,-0.1729,-0.0981,0.4444,9,-1,0.0273,9,0.7483
2025-04-09,0.1599,0.2467,-0.3479,0.6193,4.6369,0.1599,0.2467,0.8045,0.4297,29.0,12,2,-0.0102,-0.0543,0.5862,29,10,0.1599,29,0.9672
2025-04-10,0.0412,0.1549,-0.2506,0.3555,1.0307,0.0412,0.1549,0.7433,0.3863,25.0,5,4,-0.251,-0.0024,0.5573,25,1,0.0412,25,0.6061
2025-04-11,0.0378,0.3325,-0.5086,0.5664,0.907,0.0378,0.3325,0.7719,0.4003,24.0,9,10,-0.0446,0.0505,0.1667,24,-1,0.0378,24,1.0750000000000002
2025-04-14,0.2373,0.2382,-0.0548,0.6459,1.4238,0.2373,0.2382,0.6845,0.5266,6.0,3,0,0.0567,0.2947,0.5,6,3,0.2373,6,0.7007
2025-04-15,0.0572,0.332,-0.4475,0.4817,0.6292,0.0572,0.332,0.8162,0.4925,11.0,4,3,-0.0508,0.2767,0.0909,11,1,0.0572,11,0.9292
2025-04-16,0.2496,0.2471,-0.2713,0.6092,7.2392,0.2496,0.2471,0.7892,0.5187,29.0,19,1,0.2215,0.2288,0.3103,29,18,0.2496,29,0.8805
2025-04-17,0.0233,0.2701,-0.3471,0.4609,0.3496,0.0233,0.2701,0.7705,0.4897,15.0,4,5,-0.0071,-0.0271,0.1075,15,-1,0.0233,15,0.808
2025-04-18,0.5117,,0.5117,0.5117,0.5117,0.5117,,0.5778,0.5778,1.0,1,0,0.1686,0.6369,1.0,1,1,0.5117,1,0.0
2025-04-21,0.0992,0.328,-0.4661,0.5906,2.578,0.0992,0.328,0.8055,0.5011,26.0,11,8,-0.0045,0.2762,0.1538,26,3,0.0992,26,1.0567
2025-04-22,0.0927,0.2906,-0.3225,0.4547,0.9272,0.0927,0.2906,0.7495,0.5028,10.0,4,3,0.0337,0.0794,0.2,10,1,0.0927,10,0.7772
2025-04-23,0.1944,0.2312,-0.1451,0.5621,5.442,0.1944,0.2312,0.8193,0.4497,28.0,13,0,0.2262,0.192,0.1429,28,13,0.1944,28,0.7072
2025-04-24,0.259,0.1941,-0.0025,0.4576,2.0724,0.259,0.1941,0.8325,0.4718,8.0,5,0,0.2475,-0.0735,0.5,8,5,0.259,8,0.4601
2025-04-25,0.208,0.2686,-0.287,0.5418,3.5365,0.208,0.2686,0.731,0.5736,17.0,11,2,0.1825,0.0545,0.3529,17,9,0.208,17,0.8288
2025-04-28,0.3015,0.4307,-0.6243,0.5856,2.4122,0.3015,0.4307,0.8985,0.7979,8.0,6,1,0.3803,0.3693,0.125,8,5,0.3015,8,1.2099
2025-04-29,0.1105,0.3386,-0.6656,0.6113,1.7672,0.1105,0.3386,0.8484,0.6628,16.0,7,4,0.1706,-0.0617,0.125,16,3,0.1105,16,1.2769
2025-04-30,0.1684,0.3142,-0.4802,0.6025,2.0205,0.1684,0.3142,0.9163,0.7378,12.0,6,1,0.1525,0.0856,0.25,12,5,0.1684,12,1.0827
2025-05-01,-0.0231,0.3372,-0.5303,0.4541,-0.2771,-0.0231,0.3372,0.8564,0.6005,12.0,5,5,0.0485,-0.2366,0.0,12,0,0.0231,12,0.9843999999999999
2025-05-02,0.0016,0.2899,-0.3117,0.5142,0.0358,0.0016,0.2899,0.8307,0.4297,22.0,6,9,-0.3234,0.4076,0.2727,22,-3,0.0016,22,0.8259
2025-05-05,-0.1449,0.2803,-0.5593,0.3765,-1.4491,-0.1449,0.2803,0.9212,0.8706,10.0,1,5,-0.1817,-0.2703,0.0,10,-4,0.1449,10,0.9358
2025-05-06,-0.1673,0.2516,-0.5371,0.3829,-1.8406,-0.1673,0.2516,0.8708,0.5425,11.0,1,5,-0.3638,-0.3363,0.2727,11,-4,0.1673,11,0.92
2025-05-07,0.0578,0.2641,-0.2895,0.4299,0.8088,0.0578,0.2641,0.8837,0.6237,14.0,4,5,-0.0409,-0.0373,0.2857,14,-1,0.0578,14,0.7194
2025-05-08,-0.1505,0.2713,-0.5343,0.3849,-2.7083,-0.1505,0.2713,0.7684,0.4734,18.0,3,10,-0.4392,-0.1542,0.3333,18,-7,0.1505,18,0.9192
2025-05-09,0.1909,0.3997,-0.4329,0.6126,2.1004,0.1909,0.3997,0.9126,0.8081,11.0,7,2,0.1606,0.2804,0.1818,11,5,0.1909,11,1.0455
2025-05-12,0.0752,0.3058,-0.3939,0.5526,1.5796,0.0752,0.3058,0.7978,0.5295,21.0,7,5,-0.2235,0.4348,0.3333,21,2,0.0752,21,0.9464999999999999
2025-05-13,-0.035,0.3323,-0.4362,0.2803,-0.2101,-0.035,0.3323,0.836,0.539,6.0,3,2,-0.3416,-0.071,0.5,6,1,0.035,6,0.7164999999999999
2025-05-14,0.0861,0.2264,-0.4061,0.3768,0.8607,0.0861,0.2264,0.8679,0.5476,10.0,3,1,-0.0492,0.2534,0.2,10,2,0.0861,10,0.7829
2025-05-15,0.0479,0.3247,-0.6048,0.5441,0.9105,0.0479,0.3247,0.8005,0.5158,19.0,6,3,0.1179,-0.2173,0.108,19,3,0.0479,19,1.1489
2025-05-16,0.2006,0.2594,-0.1677,0.5404,2.207,0.2006,0.2594,0.8901,0.676,11.0,6,1,0.1727,0.0259,0.3636,11,5,0.2006,11,0.7081
2025-05-19,0.0123,0.3579,-0.5048,0.6003,0.185,0.0123,0.3579,0.8281,0.4811,15.0,5,4,0.0182,-0.0838,0.0667,15,1,0.0123,15,1.1051
2025-05-20,0.1803,0.26,-0.2732,0.4369,2.8855,0.1803,0.26,0.7619,0.4817,16.0,10,3,0.1663,0.2047,0.1875,16,7,0.1803,16,0.7101
2025-05-21,-0.1487,0.1636,-0.4507,0.082,-1.1894,-0.1487,0.1636,0.7367,0.4781,8.0,0,4,-0.4452,0.1821,0.125,8,-4,0.1487,8,0.5327
2025-05-22,0.1243,0.3105,-0.5101,0.5912,2.7337,0.1243,0.3105,0.8456,0.4641,22.0,10,5,0.098,0.1035,0.1818,22,5,0.1243,22,1.1013
2025-05-23,0.095,0.2525,-0.3525,0.5177,1.8044,0.095,0.2525,0.8118,0.4679,19.0,7,2,0.0201,0.4245,0.0,19,5,0.095,19,0.8702000000000001
2025-05-26,0.2278,0.4,-0.3568,0.851,4.5558,0.2278,0.4,0.8267,0.4368,20.0,11,4,0.2541,0.3537,0.1,20,7,0.2278,20,1.2078
2025-05-27,0.0258,0.3258,-0.5541,0.4455,0.5676,0.0258,0.3258,0.7968,0.4907,22.0,10,7,-0.2103,0.1855,0.3128,22,3,0.0258,22,0.9996
2025-05-28,0.0222,0.2553,-0.3465,0.418,0.4217,0.0222,0.2553,0.7264,0.4112,19.0,6,6,-0.0459,-0.0111,0.1579,19,0,0.0222,19,0.7645
2025-05-29,0.0452,0.3523,-0.5142,0.8019,0.9485,0.0452,0.3523,0.8843,0.6195,21.0,8,8,-0.0506,-0.1476,0.3333,21,0,0.0452,21,1.3161
2025-05-30,0.1451,0.3143,-0.4502,0.6036,2.1768,0.1451,0.3143,0.8257,0.4086,15.0,6,3,0.1666,0.0091,0.2,15,3,0.1451,15,1.0538
2025-06-02,0.0607,0.372,-0.5084,0.6027,0.8493,0.0607,0.372,0.7878,0.4891,14.0,6,5,-0.0738,-0.0478,0.3571,14,1,0.0607,14,1.1111
2025-06-03,0.0329,0.2663,-0.3361,0.5793,0.3294,0.0329,0.2663,0.8457,0.5532,10.0,3,1,-0.1407,0.0498,0.3111,10,2,0.0329,10,0.9154
2025-06-04,0.142,0.2899,-0.3048,0.6664,1.9882,0.142,0.2899,0.7676,0.4793,14.0,6,1,0.0325,0.0931,0.3571,14,5,0.142,14,0.9712000000000001
2025-06-05,-0.0433,0.3287,-0.465,0.5157,-1.5586,-0.0433,0.3287,0.7937,0.4964,36.0,12,18,-0.1987,0.1135,0.1111,36,-6,0.0433,36,0.9807000000000001
2025-06-06,-0.0904,0.3854,-0.6184,0.5405,-1.6281,-0.0904,0.3854,0.8418,0.4945,18.0,5,9,-0.1923,0.2733,-0.1632,18,-4,0.0904,18,1.1589
2025-06-09,0.0212,0.3256,-0.4562,0.7111,0.7216,0.0212,0.3256,0.8085,0.3554,34.0,11,14,-0.11,0.2047,0.1176,34,-3,0.0212,34,1.1673
2025-06-10,0.0667,0.2621,-0.2867,0.44,1.6679,0.0667,0.2621,0.8093,0.476,25.0,9,8,-0.1364,0.3746,0.2,25,1,0.0667,25,0.7267
2025-06-11,0.101,0.324,-0.4447,0.561,1.9195,0.101,0.324,0.8105,0.4837,19.0,8,5,0.0285,0.1182,0.2105,19,3,0.101,19,1.0057
2025-06-12,0.0804,0.3091,-0.5376,0.5044,1.9306,0.0804,0.3091,0.8022,0.4978,24.0,9,7,0.0681,0.1694,0.0417,24,2,0.0804,24,1.0419999999999998
2025-06-13,0.0227,0.296,-0.703,0.5875,0.8843,0.0227,0.296,0.7779,0.4883,39.0,13,10,0.0866,-0.2954,0.1282,39,3,0.0227,39,1.2905
2025-06-16,0.0157,0.3175,-0.6244,0.6099,0.5668,0.0157,0.3175,0.8426,0.5554,36.0,11,11,0.0247,-0.1497,0.1111,36,0,0.0157,36,1.2343
2025-06-17,-0.1222,0.2823,-0.4171,0.4531,-2.4437,-0.1222,0.2823,0.8435,0.5943,20.0,3,13,-0.2802,-0.0194,0.0727,20,-10,0.1222,20,0.8702000000000001
