Date,weighted_score_mean,weighted_score_std,weighted_score_min,weighted_score_max,weighted_score_sum,composite_score_mean,composite_score_std,confidence_mean,confidence_min,importance_sum,bullish_signal_sum,bearish_signal_sum,finbert_score_mean,vader_score_mean,keyword_score_mean,Headlines_count,net_sentiment,sentiment_intensity,news_volume,sentiment_range
2024-04-24,0.1479,0.4746,-0.1877,0.4835,0.2958,0.1479,0.4746,0.6876,0.6183,2.0,1,1,0.1996,-0.5095,0.5,2,0,0.1479,2,0.6712
2024-04-25,0.2885,0.337,-0.044,0.7486,1.4427,0.2885,0.337,0.8012,0.6887,5.0,2,0,0.0493,0.4194,0.6,5,2,0.2885,5,0.7926000000000001
2024-04-26,-0.0447,0.4378,-0.412,0.4397,-0.1341,-0.0447,0.4378,0.8955,0.8708,3.0,1,2,-0.5966,0.2679,0.6667,3,-1,0.0447,3,0.8516999999999999
2024-04-29,0.4026,0.4281,-0.0793,0.8935,1.6104,0.4026,0.4281,0.7158,0.5056,4.0,3,0,0.3683,-0.0328,0.75,4,3,0.4026,4,0.9728
2024-04-30,0.1164,0.5271,-0.2563,0.4891,0.2328,0.1164,0.5271,0.9144,0.9021,2.0,1,1,-0.0289,0.6544,0.0,2,0,0.1164,2,0.7454
2024-05-01,0.4595,0.387,0.1858,0.7331,0.9189,0.4595,0.387,0.7793,0.7141,2.0,2,0,0.41,-0.2276,1.0,2,2,0.4595,2,0.5473
2024-05-02,-0.3,0.2828,-0.5,-0.1,-0.6,-0.3,0.2828,0.6003,0.496,2.0,0,1,-0.1341,0.3352,-1.0,2,-1,0.3,2,0.4
2024-05-03,0.1608,0.2705,-0.1286,0.4074,0.4825,0.1608,0.2705,0.804,0.6131,3.0,2,0,-0.1476,0.1731,0.6667,3,2,0.1608,3,0.536
2024-05-06,-0.2983,,-0.2983,-0.2983,-0.2983,-0.2983,,0.9214,0.9214,1.0,0,1,-0.8906,-0.765,1.0,1,-1,0.2983,1,0.0
2024-05-07,-0.2063,0.1685,-0.3943,-0.0686,-0.6189,-0.2063,0.1685,0.8047,0.6234,3.0,0,2,-0.7396,-0.1825,0.6667,3,-2,0.2063,3,0.3257
2024-05-08,-0.1691,0.1256,-0.2579,-0.0803,-0.3382,-0.1691,0.1256,0.9608,0.9483,2.0,0,1,-0.0039,-0.0857,-0.5,2,-1,0.1691,2,0.17760000000000004
2024-05-09,0.0568,0.2099,-0.0917,0.2052,0.1135,0.0568,0.2099,0.9278,0.894,2.0,1,0,-0.0342,-0.3808,0.5,2,1,0.0568,2,0.2969
2024-05-10,-0.1955,0.199,-0.3887,0.0088,-0.5865,-0.1955,0.199,0.9481,0.9348,3.0,0,2,-0.6047,0.0343,0.3333,3,-2,0.1955,3,0.39749999999999996
2024-05-13,0.2387,0.3081,-0.0273,0.5763,0.7162,0.2387,0.3081,0.9,0.7785,3.0,2,0,0.1926,0.0259,0.4575,3,2,0.2387,3,0.6036
2024-05-14,0.1968,0.1122,0.1174,0.2761,0.3935,0.1968,0.1122,0.6634,0.488,2.0,1,0,0.1334,-0.0998,0.5,2,1,0.1968,2,0.1587
2024-05-15,-0.1099,0.188,-0.2952,0.0807,-0.3298,-0.1099,0.188,0.832,0.7403,3.0,0,1,-0.7938,0.4347,0.6667,3,-1,0.1099,3,0.3759
2024-05-16,0.2017,0.3356,-0.0356,0.439,0.4035,0.2017,0.3356,0.8552,0.7972,2.0,1,0,0.0535,0.125,0.5,2,1,0.2017,2,0.4746
2024-05-17,-0.1973,0.3629,-0.4539,0.0593,-0.3946,-0.1973,0.3629,0.8593,0.7768,2.0,0,1,-0.5444,-0.3753,0.5,2,-1,0.1973,2,0.5132
2024-05-20,0.226,0.3964,-0.2313,0.473,0.678,0.226,0.3964,0.822,0.7118,3.0,2,1,0.1496,0.756,0.0,3,1,0.226,3,0.7042999999999999
2024-05-21,0.2529,0.0809,0.1957,0.3102,0.5059,0.2529,0.0809,0.8669,0.7895,2.0,2,0,0.3649,-0.3974,0.5,2,2,0.2529,2,0.11449999999999996
2024-05-22,-0.2477,0.2955,-0.4458,0.0919,-0.743,-0.2477,0.2955,0.9154,0.8764,3.0,0,2,-0.6365,-0.1471,0.3333,3,-2,0.2477,3,0.5377
2024-05-23,0.0015,0.313,-0.2767,0.4509,0.0061,0.0015,0.313,0.9226,0.834,4.0,1,1,-0.2156,0.1717,0.25,4,0,0.0015,4,0.7276
2024-05-24,0.3628,0.331,0.1287,0.5968,0.7256,0.3628,0.331,0.8641,0.7664,2.0,1,0,0.291,-0.4136,1.0,2,1,0.3628,2,0.46809999999999996
2024-05-27,0.0269,,0.0269,0.0269,0.0269,0.0269,,0.5828,0.5828,1.0,0,0,-0.3175,-0.5719,1.0,1,0,0.0269,1,0.0
2024-05-28,0.085,0.4953,-0.2652,0.4352,0.17,0.085,0.4953,0.8571,0.8098,2.0,1,1,0.0538,-0.4593,0.5,2,0,0.085,2,0.7003999999999999
2024-05-29,-0.1443,0.2576,-0.3264,0.0378,-0.2887,-0.1443,0.2576,0.7246,0.513,2.0,0,1,-0.6606,0.1798,0.5,2,-1,0.1443,2,0.3642
2024-05-30,-0.1831,0.0934,-0.2491,-0.1171,-0.3661,-0.1831,0.0934,0.7669,0.5634,2.0,0,1,-0.2639,-0.2557,0.0,2,-1,0.1831,2,0.132
2024-05-31,0.1131,0.0884,0.0115,0.1726,0.3394,0.1131,0.0884,0.8478,0.6362,3.0,2,0,-0.3551,-0.0466,1.0,3,2,0.1131,3,0.1611
2024-06-03,0.0645,,0.0645,0.0645,0.0645,0.0645,,0.5254,0.5254,1.0,0,0,-0.4862,0.0383,1.0,1,0,0.0645,1,0.0
2024-06-04,-0.0115,,-0.0115,-0.0115,-0.0115,-0.0115,,0.9729,0.9729,1.0,0,0,0.008,-0.0772,0.0,1,0,0.0115,1,0.0
2024-06-05,0.1466,,0.1466,0.1466,0.1466,0.1466,,0.969,0.969,1.0,0,0,-0.0009,-0.765,1.0,1,0,0.1466,1,0.0
2024-06-06,0.0075,0.3967,-0.4282,0.5323,0.1046,0.0075,0.3967,0.8492,0.5633,14.0,5,7,-0.1706,0.3568,0.0714,14,-2,0.0075,14,0.9605
2024-06-07,0.1391,0.204,-0.1873,0.6036,1.2517,0.1391,0.204,0.8851,0.7504,9.0,3,1,0.0517,0.3995,0.1111,9,2,0.1391,9,0.7909
2024-06-10,0.3271,0.2675,-0.1412,0.5821,4.2524,0.3271,0.2675,0.8044,0.5727,13.0,10,0,0.363,0.3819,0.2308,13,10,0.3271,13,0.7232999999999999
2024-06-11,0.1838,0.1103,0.1131,0.3453,0.7352,0.1838,0.1103,0.8761,0.7243,4.0,2,0,0.122,0.2392,0.25,4,2,0.1838,4,0.2322
2024-06-12,0.4495,0.1006,0.3044,0.5331,1.7981,0.4495,0.1006,0.8665,0.8202,4.0,4,0,0.5437,0.5132,0.25,4,4,0.4495,4,0.22870000000000001
2024-06-13,0.2038,0.3445,-0.1536,0.7935,2.8537,0.2038,0.3445,0.7999,0.5108,14.0,6,1,0.1038,0.29,0.3132,14,5,0.2038,14,0.9470999999999999
2024-06-14,0.2303,0.3809,-0.288,0.5623,1.1516,0.2303,0.3809,0.8962,0.8498,5.0,3,1,0.2968,0.4097,0.0,5,2,0.2303,5,0.8503000000000001
2024-06-17,0.3966,0.0381,0.3697,0.4235,0.7932,0.3966,0.0381,0.8287,0.8012,2.0,2,0,0.6979,0.2384,0.0,2,2,0.3966,2,0.053800000000000014
2024-06-18,-0.3519,,-0.3519,-0.3519,-0.3519,-0.3519,,0.4851,0.4851,1.0,0,1,-0.4345,-0.6736,0.0,1,-1,0.3519,1,0.0
2024-06-19,0.2858,0.3961,-0.3212,0.6083,1.7146,0.2858,0.3961,0.8471,0.6364,6.0,4,1,0.3343,0.343,0.1667,6,3,0.2858,6,0.9295
2024-06-20,0.1844,0.3818,-0.2887,0.611,2.581,0.1844,0.3818,0.8063,0.486,14.0,7,5,0.1931,0.3319,0.0714,14,2,0.1844,14,0.8996999999999999
2024-06-21,0.4973,0.1951,0.0227,0.6279,4.4758,0.4973,0.1951,0.9096,0.8749,9.0,8,0,0.6567,0.6782,0.1111,9,8,0.4973,9,0.6052
2024-06-24,0.3497,0.1538,0.1494,0.582,1.7484,0.3497,0.1538,0.9231,0.8395,5.0,4,0,0.6763,-0.2422,0.2,5,4,0.3497,5,0.4326
2024-06-25,0.1697,0.1733,-0.1172,0.4826,2.2061,0.1697,0.1733,0.7605,0.4404,13.0,8,0,0.0851,0.0587,0.3846,13,8,0.1697,13,0.5998
2024-06-26,0.5026,0.2488,0.0615,0.6686,2.5131,0.5026,0.2488,0.8612,0.6719,5.0,4,0,0.5969,0.3054,0.4769,5,4,0.5026,5,0.6071
2024-06-27,0.3333,0.1493,0.1617,0.434,0.9998,0.3333,0.1493,0.8409,0.7057,3.0,3,0,0.4097,0.1421,0.3333,3,3,0.3333,3,0.2723
2024-06-28,0.1576,0.1437,-0.0002,0.3667,0.9454,0.1576,0.1437,0.8365,0.7339,6.0,3,0,0.0546,0.1514,0.3333,6,3,0.1576,6,0.3669
2024-07-01,0.4309,0.2138,0.1443,0.6209,3.4471,0.4309,0.2138,0.8737,0.4647,8.0,7,0,0.5027,0.7101,0.125,8,7,0.4309,8,0.4766
2024-07-02,0.2384,0.2585,-0.0433,0.4579,0.9538,0.2384,0.2585,0.7055,0.5282,4.0,2,0,0.3501,-0.0581,0.25,4,2,0.2384,4,0.5012
2024-07-03,0.2438,0.1673,0.104,0.4528,1.2191,0.2438,0.1673,0.7981,0.6264,5.0,2,0,0.4443,-0.1917,0.2,5,2,0.2438,5,0.3488
2024-07-04,0.1285,0.2789,-0.2748,0.3379,0.5139,0.1285,0.2789,0.8608,0.6204,4.0,3,1,-0.0876,0.4864,0.25,4,2,0.1285,4,0.6127
2024-07-05,0.1905,0.3304,-0.2498,0.5665,1.5237,0.1905,0.3304,0.7818,0.6464,8.0,5,2,-0.0144,0.6133,0.25,8,3,0.1905,8,0.8163
2024-07-08,0.3082,0.2287,-0.0275,0.6085,3.3899,0.3082,0.2287,0.9041,0.7549,11.0,7,0,0.5031,0.1468,0.0909,11,7,0.3082,11,0.636
2024-07-09,-0.0072,0.3257,-0.5008,0.4341,-0.0651,-0.0072,0.3257,0.8947,0.7578,9.0,2,3,-0.0615,-0.049,0.1111,9,-1,0.0072,9,0.9349000000000001
2024-07-10,0.0758,0.4522,-0.3972,0.5085,0.4549,0.0758,0.4522,0.905,0.8523,6.0,3,3,0.0477,0.0098,0.1667,6,0,0.0758,6,0.9057
2024-07-11,0.3206,0.1713,0.1532,0.5084,1.9236,0.3206,0.1713,0.9496,0.9253,6.0,6,0,0.2935,0.3692,0.3333,6,6,0.3206,6,0.35519999999999996
2024-07-12,0.3218,0.3234,-0.4585,0.7322,4.1828,0.3218,0.3234,0.7121,0.4468,13.0,9,1,0.2879,0.5429,0.2308,13,8,0.3218,13,1.1907
2024-07-15,0.5124,0.2566,-0.1217,0.6172,4.0996,0.5124,0.2566,0.934,0.9197,8.0,7,0,0.7806,0.6106,0.0,8,7,0.5124,8,0.7389
2024-07-16,0.2017,0.3985,-0.5119,0.6041,2.6225,0.2017,0.3985,0.8315,0.35,13.0,7,3,0.3546,0.0068,0.0769,13,4,0.2017,13,1.116
2024-07-17,0.1777,0.1996,-0.0537,0.4456,1.9551,0.1777,0.1996,0.9043,0.7312,11.0,4,0,0.2457,0.1381,0.0909,11,4,0.1777,11,0.49929999999999997
2024-07-18,-0.0296,0.267,-0.4106,0.1892,-0.1778,-0.0296,0.267,0.7999,0.5634,6.0,1,2,-0.1378,-0.3036,0.3333,6,-1,0.0296,6,0.5998
2024-07-19,0.3103,0.1824,0.157,0.6006,1.5516,0.3103,0.1824,0.8571,0.7109,5.0,5,0,0.3,0.5015,0.2,5,5,0.3103,5,0.4436
2024-07-22,0.0266,0.4139,-0.4673,0.5826,0.1865,0.0266,0.4139,0.7741,0.521,7.0,2,3,0.0498,0.0088,0.0,7,-1,0.0266,7,1.0499
2024-07-23,0.1635,0.2892,-0.4511,0.5784,3.4334,0.1635,0.2892,0.8065,0.3678,21.0,11,3,0.1552,0.2153,0.1429,21,8,0.1635,21,1.0295
2024-07-24,0.2701,0.3082,-0.1809,0.6192,2.9709,0.2701,0.3082,0.8866,0.706,11.0,7,2,0.4419,-0.0271,0.1818,11,5,0.2701,11,0.8001
2024-07-25,0.2035,0.2964,-0.2484,0.6041,4.0701,0.2035,0.2964,0.8771,0.6487,20.0,10,2,0.3029,0.0353,0.15,20,8,0.2035,20,0.8525
2024-07-26,0.2461,0.3659,-0.2924,0.619,2.4606,0.2461,0.3659,0.8531,0.5484,10.0,6,2,0.0916,0.4013,0.4,10,4,0.2461,10,0.9114
2024-07-29,0.2878,0.3238,-0.1927,0.6001,2.3023,0.2878,0.3238,0.8306,0.5909,8.0,5,1,0.3946,0.265,0.125,8,4,0.2878,8,0.7928
2024-07-30,0.3992,0.258,-0.1437,0.599,2.7945,0.3992,0.258,0.8872,0.725,7.0,6,0,0.5386,0.4353,0.1429,7,6,0.3992,7,0.7426999999999999
2024-07-31,0.1657,0.3284,-0.282,0.5955,1.9879,0.1657,0.3284,0.9109,0.8422,12.0,4,2,-0.1604,0.4792,0.5,12,2,0.1657,12,0.8775
2024-08-01,0.3993,0.2859,-0.0549,0.6192,2.7951,0.3993,0.2859,0.8371,0.4965,7.0,5,0,0.4698,0.3935,0.2857,7,5,0.3993,7,0.6740999999999999
2024-08-02,0.1755,0.3098,-0.3569,0.8668,2.1058,0.1755,0.3098,0.7721,0.4924,12.0,4,1,0.1364,-0.0887,0.4167,12,3,0.1755,12,1.2237
2024-08-05,0.1495,0.2714,-0.1338,0.457,1.0467,0.1495,0.2714,0.8389,0.6091,7.0,3,0,0.3192,-0.2646,0.1429,7,3,0.1495,7,0.5908
2024-08-06,0.0549,0.4414,-0.5844,0.5803,0.4939,0.0549,0.4414,0.8173,0.5204,9.0,5,3,0.0051,-0.0718,0.2222,9,2,0.0549,9,1.1647
2024-08-07,0.109,0.4095,-0.3742,0.7191,0.9813,0.109,0.4095,0.7819,0.5234,9.0,3,3,0.0111,-0.0493,0.3778,9,0,0.109,9,1.0933
2024-08-08,-0.0915,0.1905,-0.3498,0.3085,-0.8231,-0.0915,0.1905,0.809,0.6344,9.0,1,3,-0.4163,0.0836,0.3333,9,-2,0.0915,9,0.6583
2024-08-09,0.3119,0.3493,-0.2171,0.6022,2.4954,0.3119,0.3493,0.8695,0.6988,8.0,5,1,0.408,0.352,0.125,8,4,0.3119,8,0.8192999999999999
2024-08-12,0.2692,0.4253,-0.5364,0.6288,3.5001,0.2692,0.4253,0.8259,0.693,13.0,9,4,0.327,0.1825,0.2308,13,5,0.2692,13,1.1652
2024-08-13,0.3216,0.305,-0.0693,0.6135,2.573,0.3216,0.305,0.8854,0.612,8.0,5,0,0.362,0.3282,0.25,8,5,0.3216,8,0.6828000000000001
2024-08-14,0.3085,0.4049,-0.5305,0.7426,3.394,0.3085,0.4049,0.8339,0.5702,11.0,8,2,0.3518,0.2543,0.2727,11,6,0.3085,11,1.2731
2024-08-15,0.1052,0.0627,0.0608,0.1496,0.2104,0.1052,0.0627,0.7587,0.5497,2.0,0,0,-0.1989,0.2732,0.5,2,0,0.1052,2,0.08880000000000002
2024-08-16,0.1278,0.357,-0.2991,0.5818,1.6612,0.1278,0.357,0.8082,0.6306,13.0,5,5,-0.0324,0.3738,0.2308,13,0,0.1278,13,0.8809
2024-08-19,-0.0241,0.2221,-0.2454,0.3847,-0.1688,-0.0241,0.2221,0.7986,0.4161,7.0,1,3,-0.1606,0.0666,0.1429,7,-2,0.0241,7,0.6301
2024-08-20,-0.0169,0.2886,-0.3786,0.6052,-0.1521,-0.0169,0.2886,0.7704,0.512,9.0,1,2,-0.1258,-0.1032,0.2222,9,-1,0.0169,9,0.9838
2024-08-21,0.144,0.2693,-0.2641,0.3993,1.152,0.144,0.2693,0.8496,0.7398,8.0,5,2,-0.1678,0.202,0.625,8,3,0.144,8,0.6634
2024-08-22,0.1967,0.269,-0.2713,0.5602,3.5413,0.1967,0.269,0.8643,0.5106,18.0,9,3,0.1012,0.3973,0.2222,18,6,0.1967,18,0.8315
2024-08-23,0.2941,0.2772,-0.0507,0.7297,3.2354,0.2941,0.2772,0.8147,0.5445,11.0,8,0,0.1531,0.2503,0.5584,11,8,0.2941,11,0.7804
2024-08-26,0.0651,0.3626,-0.4375,0.4724,0.5862,0.0651,0.3626,0.8065,0.529,9.0,4,3,-0.2659,0.3238,0.4444,9,1,0.0651,9,0.9098999999999999
2024-08-27,0.2039,0.3583,-0.3853,0.5942,2.8552,0.2039,0.3583,0.8911,0.6511,14.0,9,3,0.1025,0.2277,0.3571,14,6,0.2039,14,0.9794999999999999
2024-08-28,0.0359,0.2505,-0.4565,0.3628,0.3944,0.0359,0.2505,0.7585,0.4174,11.0,4,3,0.0217,-0.0114,0.0909,11,1,0.0359,11,0.8193
2024-08-29,0.3112,0.3719,-0.435,0.734,4.045,0.3112,0.3719,0.8859,0.7074,13.0,7,1,0.2996,0.4605,0.2308,13,6,0.3112,13,1.169
2024-08-30,0.1632,0.2972,-0.3216,0.734,2.2842,0.1632,0.2972,0.7858,0.5076,14.0,7,2,0.1178,-0.0145,0.3571,14,5,0.1632,14,1.0556
2024-09-02,0.3058,0.2336,-0.1511,0.5931,5.1993,0.3058,0.2336,0.8998,0.6171,17.0,12,1,0.6364,-0.15,0.0588,17,11,0.3058,17,0.7442
2024-09-03,0.1397,0.2848,-0.2152,0.5421,1.9563,0.1397,0.2848,0.8568,0.5956,14.0,6,2,0.2093,-0.0389,0.1429,14,4,0.1397,14,0.7573000000000001
2024-09-04,0.294,0.205,-0.1209,0.5119,3.2335,0.294,0.205,0.8944,0.6562,11.0,8,0,0.4672,-0.0055,0.2049,11,8,0.294,11,0.6328
2024-09-05,0.2533,0.3376,-0.2917,0.5937,4.0535,0.2533,0.3376,0.8631,0.5082,16.0,10,3,0.3416,0.319,0.0625,16,7,0.2533,16,0.8854
2024-09-06,0.058,0.2689,-0.4694,0.3606,0.5802,0.058,0.2689,0.871,0.6501,10.0,4,2,0.0816,0.086,0.0,10,2,0.058,10,0.83
2024-09-09,0.1886,0.3158,-0.0504,0.734,0.9431,0.1886,0.3158,0.6958,0.5636,5.0,2,0,-0.0156,0.082,0.6,5,2,0.1886,5,0.7844
2024-09-10,0.2783,0.3007,-0.3011,0.5936,3.6179,0.2783,0.3007,0.8417,0.5914,13.0,9,2,0.2138,0.3955,0.3077,13,7,0.2783,13,0.8947
2024-09-11,0.2207,0.3374,-0.2324,0.7906,4.4141,0.2207,0.3374,0.8469,0.6311,20.0,8,1,-0.1062,0.619,0.5,20,7,0.2207,20,1.023
2024-09-12,0.0643,0.3354,-0.4847,0.56,1.5428,0.0643,0.3354,0.8157,0.5425,24.0,10,8,0.0163,0.1557,0.0833,24,2,0.0643,24,1.0447000000000002
2024-09-13,0.2239,0.3049,-0.3107,0.5913,4.0303,0.2239,0.3049,0.8575,0.6606,18.0,12,4,0.027,0.4688,0.3889,18,8,0.2239,18,0.902
2024-09-16,0.1452,0.3326,-0.5061,0.5083,3.0502,0.1452,0.3326,0.8162,0.5022,21.0,11,4,0.1741,0.1482,0.0952,21,7,0.1452,21,1.0144
2024-09-17,0.1192,0.4714,-0.5595,0.857,1.3112,0.1192,0.4714,0.9045,0.798,11.0,5,5,-0.0613,0.2038,0.3636,11,0,0.1192,11,1.4165
2024-09-18,0.2463,0.3658,-0.4753,0.6411,2.7096,0.2463,0.3658,0.9146,0.7857,11.0,7,2,0.3064,0.5631,-0.0649,11,5,0.2463,11,1.1164
2024-09-19,0.1154,0.231,-0.1757,0.3823,1.0385,0.1154,0.231,0.7188,0.4693,9.0,5,1,-0.1024,0.1662,0.4444,9,4,0.1154,9,0.5579999999999999
2024-09-20,0.2865,0.3453,-0.3457,0.5934,4.297,0.2865,0.3453,0.8672,0.4957,15.0,11,3,0.3909,0.2552,0.1333,15,8,0.2865,15,0.9391
2024-09-23,0.1719,0.1875,-0.0498,0.434,0.8593,0.1719,0.1875,0.7726,0.4069,5.0,2,0,0.0326,0.1778,0.4,5,2,0.1719,5,0.4838
2024-09-24,0.1536,0.3492,-0.5215,0.6098,3.6855,0.1536,0.3492,0.7725,0.4516,24.0,14,5,0.0127,0.4301,0.204,24,9,0.1536,24,1.1313
2024-09-25,0.3263,0.2841,-0.1615,0.5963,3.9158,0.3263,0.2841,0.8344,0.4818,12.0,8,1,0.4558,0.2422,0.1667,12,7,0.3263,12,0.7578
2024-09-26,0.2209,0.3168,-0.3074,0.5967,4.1967,0.2209,0.3168,0.8299,0.4979,19.0,11,4,0.1778,0.4231,0.1579,19,7,0.2209,19,0.9041
2024-09-27,0.16,0.2431,-0.2439,0.5148,2.5599,0.16,0.2431,0.8155,0.533,16.0,9,2,0.1408,0.2459,0.1346,16,7,0.16,16,0.7587
2024-09-30,0.3881,0.3214,-0.1611,0.6894,2.7164,0.3881,0.3214,0.7533,0.5626,7.0,5,1,0.4179,0.0385,0.5714,7,4,0.3881,7,0.8505
2024-10-01,0.0026,0.3882,-0.5797,0.5132,0.0393,0.0026,0.3882,0.8253,0.5257,15.0,6,8,-0.0898,-0.2624,0.3333,15,-2,0.0026,15,1.0929
2024-10-02,0.0953,0.4371,-0.2138,0.4044,0.1906,0.0953,0.4371,0.8691,0.8442,2.0,1,1,0.379,-0.4712,0.0,2,0,0.0953,2,0.6182
2024-10-03,0.1884,0.2632,-0.2042,0.4545,1.8842,0.1884,0.2632,0.8464,0.6324,10.0,5,2,0.0825,0.1358,0.4,10,3,0.1884,10,0.6587000000000001
2024-10-04,-0.0579,0.3294,-0.535,0.4489,-0.81,-0.0579,0.3294,0.7407,0.4632,14.0,4,7,-0.0502,-0.271,0.0714,14,-3,0.0579,14,0.9839
2024-10-07,0.2397,0.2819,-0.1928,0.5253,3.5957,0.2397,0.2819,0.7425,0.4848,15.0,8,2,0.2569,0.2562,0.2,15,6,0.2397,15,0.7181
2024-10-08,0.1559,0.3057,-0.5183,0.5162,3.273,0.1559,0.3057,0.8879,0.401,21.0,10,3,0.205,0.0526,0.1429,21,7,0.1559,21,1.0345
2024-10-09,0.291,0.2979,-0.5551,0.5663,4.0736,0.291,0.2979,0.9034,0.5881,14.0,12,1,0.352,0.0391,0.3571,14,11,0.291,14,1.1214
2024-10-10,0.2037,0.2183,-0.1214,0.4996,3.2587,0.2037,0.2183,0.8109,0.4632,16.0,8,0,0.2053,-0.0573,0.375,16,8,0.2037,16,0.621
2024-10-11,-0.1304,0.2362,-0.3569,0.434,-1.1735,-0.1304,0.2362,0.8331,0.7325,9.0,1,5,-0.4427,0.1216,0.2222,9,-4,0.1304,9,0.7908999999999999
2024-10-14,0.2428,0.1263,0.1528,0.4769,1.4565,0.2428,0.1263,0.8097,0.6383,6.0,6,0,0.0774,0.3535,0.4444,6,6,0.2428,6,0.3241
2024-10-15,0.3217,0.1545,0.0114,0.5147,3.5385,0.3217,0.1545,0.8712,0.7738,11.0,10,0,0.5779,-0.109,0.1818,11,10,0.3217,11,0.5033000000000001
2024-10-16,-0.0006,0.3042,-0.3929,0.5096,-0.0061,-0.0006,0.3042,0.7968,0.52,10.0,2,3,-0.1874,0.4654,0.0,10,-1,0.0006,10,0.9025000000000001
2024-10-17,0.3096,0.3125,-0.3147,0.6041,4.0252,0.3096,0.3125,0.8013,0.5085,13.0,8,1,0.3589,0.4201,0.1538,13,7,0.3096,13,0.9188
2024-10-18,0.1237,0.3955,-0.556,0.7403,2.7216,0.1237,0.3955,0.7837,0.4681,22.0,11,6,0.1196,0.0468,0.1818,22,5,0.1237,22,1.2963
2024-10-21,0.1027,0.3603,-0.5899,0.594,2.361,0.1027,0.3603,0.8277,0.4913,23.0,10,7,0.0441,0.2727,0.087,23,3,0.1027,23,1.1839
2024-10-22,0.0958,0.3407,-0.4064,0.5363,1.0534,0.0958,0.3407,0.8199,0.5845,11.0,5,3,0.066,0.2208,0.062,11,2,0.0958,11,0.9427
2024-10-23,0.0221,0.3758,-0.3082,0.621,0.2209,0.0221,0.3758,0.8904,0.5091,10.0,3,6,-0.1874,0.2791,0.2,10,-3,0.0221,10,0.9292
2024-10-24,0.2659,0.392,-0.4801,0.6109,2.6593,0.2659,0.392,0.8643,0.5401,10.0,6,2,0.3055,0.416,0.1,10,4,0.2659,10,1.091
2024-10-25,-0.0456,0.3904,-0.3216,0.2305,-0.0911,-0.0456,0.3904,0.7216,0.511,2.0,1,1,-0.6827,0.729,0.5,2,0,0.0456,2,0.5521
2024-10-28,0.0634,0.2753,-0.5585,0.5754,1.8385,0.0634,0.2753,0.823,0.5004,29.0,9,6,-0.0296,0.1323,0.1724,29,3,0.0634,29,1.1339000000000001
2024-10-29,0.1663,0.3693,-0.3479,0.5863,1.6627,0.1663,0.3693,0.7625,0.5403,10.0,5,3,0.2511,0.3535,-0.1,10,2,0.1663,10,0.9342
2024-10-30,0.0473,0.3311,-0.486,0.5012,0.6154,0.0473,0.3311,0.794,0.5404,13.0,6,5,0.0558,-0.0181,0.0769,13,1,0.0473,13,0.9872
2024-10-31,-0.0026,0.2438,-0.5,0.2727,-0.0235,-0.0026,0.2438,0.7378,0.4938,9.0,2,2,-0.3311,0.3147,0.3333,9,0,0.0026,9,0.7726999999999999
2024-11-04,-0.0208,0.4344,-0.4828,0.5471,-0.1664,-0.0208,0.4344,0.843,0.6233,8.0,3,4,-0.0905,0.1222,0.0,8,-1,0.0208,8,1.0299
2024-11-05,0.0396,0.3118,-0.5932,0.401,0.2773,0.0396,0.3118,0.7655,0.5808,7.0,2,1,0.133,-0.3487,0.1429,7,1,0.0396,7,0.9942
2024-11-06,0.2372,0.1945,-0.1516,0.4703,3.7954,0.2372,0.1945,0.8412,0.5518,16.0,11,1,0.2674,0.0487,0.3125,16,10,0.2372,16,0.6219
2024-11-07,0.1088,0.3877,-0.5591,0.5054,0.7613,0.1088,0.3877,0.8367,0.4244,7.0,3,2,0.1171,0.0367,0.1429,7,1,0.1088,7,1.0645
2024-11-08,0.223,0.297,-0.3003,0.5834,4.4608,0.223,0.297,0.85,0.5176,20.0,13,3,0.195,0.3652,0.175,20,10,0.223,20,0.8837
2024-11-11,0.1531,0.3286,-0.554,0.694,2.9082,0.1531,0.3286,0.7634,0.4239,19.0,10,4,-0.0039,0.2225,0.3684,19,6,0.1531,19,1.248
2024-11-12,0.0748,0.2917,-0.3855,0.6135,0.8974,0.0748,0.2917,0.841,0.5377,12.0,5,2,0.0521,0.1007,0.0953,12,3,0.0748,12,0.9990000000000001
2024-11-13,0.1825,0.3841,-0.4649,0.6062,2.3726,0.1825,0.3841,0.8888,0.5042,13.0,6,2,0.1349,0.3116,0.1758,13,4,0.1825,13,1.0711
2024-11-14,0.0992,0.2513,-0.2552,0.4591,1.7849,0.0992,0.2513,0.7567,0.4328,18.0,7,4,-0.0141,0.4342,0.0646,18,3,0.0992,18,0.7142999999999999
2024-11-15,0.085,0.2014,-0.1375,0.3775,0.595,0.085,0.2014,0.7752,0.5456,7.0,2,0,0.0627,0.054,0.1429,7,2,0.085,7,0.515
2024-11-18,0.288,0.3554,-0.3155,0.5887,3.7435,0.288,0.3554,0.8352,0.619,13.0,9,3,0.3579,0.4296,0.0769,13,6,0.288,13,0.9042
2024-11-19,-0.03,0.1945,-0.2966,0.1264,-0.1498,-0.03,0.1945,0.8425,0.6323,5.0,0,2,-0.3397,-0.5004,0.8,5,-2,0.03,5,0.423
2024-11-20,-0.1199,0.3354,-0.5756,0.4323,-1.1992,-0.1199,0.3354,0.872,0.5896,10.0,2,5,-0.3607,0.3021,0.0,10,-3,0.1199,10,1.0079
